
rtarget:     file format elf64-x86-64


Disassembly of section .init:

0000000000001000 <_init>:
    1000:	f3 0f 1e fa          	endbr64 
    2484:	48 8d 35 52 1f 00 00 	lea    0x1f52(%rip),%rsi        # 43dd <_IO_stdin_used+0x3dd>
    248b:	bf 01 00 00 00       	mov    $0x1,%edi
    2490:	b8 00 00 00 00       	mov    $0x0,%eax
    2495:	e8 16 ef ff ff       	callq  13b0 <__printf_chk@plt>
    249a:	5b                   	pop    %rbx
    249b:	c3                   	retq   
    249c:	48 8d 3d 1c 1f 00 00 	lea    0x1f1c(%rip),%rdi        # 43bf <_IO_stdin_used+0x3bf>
    24a3:	e8 f8 ed ff ff       	callq  12a0 <puts@plt>
    24a8:	b8 00 00 00 00       	mov    $0x0,%eax
    24ad:	e8 13 fe ff ff       	callq  22c5 <check_fail>
    24b2:	89 f9                	mov    %edi,%ecx
    24b4:	48 8d 35 dd 1f 00 00 	lea    0x1fdd(%rip),%rsi        # 4498 <_IO_stdin_used+0x498>
    24bb:	bf 01 00 00 00       	mov    $0x1,%edi
    24c0:	b8 00 00 00 00       	mov    $0x0,%eax
    24c5:	e8 e6 ee ff ff       	callq  13b0 <__printf_chk@plt>
    24ca:	b8 00 00 00 00       	mov    $0x0,%eax
    24cf:	e8 f1 fd ff ff       	callq  22c5 <check_fail>
    24d4:	39 3d e6 4e 00 00    	cmp    %edi,0x4ee6(%rip)        # 73c0 <vlevel>
    24da:	74 1a                	je     24f6 <validate+0xa4>
    24dc:	48 8d 3d dc 1e 00 00 	lea    0x1edc(%rip),%rdi        # 43bf <_IO_stdin_used+0x3bf>
    24e3:	e8 b8 ed ff ff       	callq  12a0 <puts@plt>
    24e8:	89 de                	mov    %ebx,%esi
    24ea:	bf 00 00 00 00       	mov    $0x0,%edi
    24ef:	e8 65 fe ff ff       	callq  2359 <notify_server>
    24f4:	eb a4                	jmp    249a <validate+0x48>
    24f6:	0f be 0d eb 5a 00 00 	movsbl 0x5aeb(%rip),%ecx        # 7fe8 <target_prefix>
    24fd:	89 fa                	mov    %edi,%edx
    24ff:	48 8d 35 ba 1f 00 00 	lea    0x1fba(%rip),%rsi        # 44c0 <_IO_stdin_used+0x4c0>
    2506:	bf 01 00 00 00       	mov    $0x1,%edi
    250b:	b8 00 00 00 00       	mov    $0x0,%eax
    2510:	e8 9b ee ff ff       	callq  13b0 <__printf_chk@plt>
    2515:	89 de                	mov    %ebx,%esi
    2517:	bf 01 00 00 00       	mov    $0x1,%edi
    251c:	e8 38 fe ff ff       	callq  2359 <notify_server>
    2521:	e9 74 ff ff ff       	jmpq   249a <validate+0x48>

0000000000002526 <fail>:
    2526:	f3 0f 1e fa          	endbr64 
    252a:	48 83 ec 08          	sub    $0x8,%rsp
    252e:	83 3d 97 4e 00 00 00 	cmpl   $0x0,0x4e97(%rip)        # 73cc <is_checker>
    2535:	75 11                	jne    2548 <fail+0x22>
    2537:	89 fe                	mov    %edi,%esi
    2539:	bf 00 00 00 00       	mov    $0x0,%edi
    253e:	e8 16 fe ff ff       	callq  2359 <notify_server>
    2543:	48 83 c4 08          	add    $0x8,%rsp
    2547:	c3                   	retq   
    2548:	b8 00 00 00 00       	mov    $0x0,%eax
    254d:	e8 73 fd ff ff       	callq  22c5 <check_fail>

0000000000002552 <bushandler>:
    2552:	f3 0f 1e fa          	endbr64 
    2556:	50                   	push   %rax
    2557:	58                   	pop    %rax
    2558:	48 83 ec 08          	sub    $0x8,%rsp
    255c:	83 3d 69 4e 00 00 00 	cmpl   $0x0,0x4e69(%rip)        # 73cc <is_checker>
    2563:	74 16                	je     257b <bushandler+0x29>
    2565:	48 8d 3d 86 1e 00 00 	lea    0x1e86(%rip),%rdi        # 43f2 <_IO_stdin_used+0x3f2>
    256c:	e8 2f ed ff ff       	callq  12a0 <puts@plt>
    2571:	b8 00 00 00 00       	mov    $0x0,%eax
    2576:	e8 4a fd ff ff       	callq  22c5 <check_fail>
    257b:	48 8d 3d 76 1f 00 00 	lea    0x1f76(%rip),%rdi        # 44f8 <_IO_stdin_used+0x4f8>
    2582:	e8 19 ed ff ff       	callq  12a0 <puts@plt>
    2587:	48 8d 3d 6e 1e 00 00 	lea    0x1e6e(%rip),%rdi        # 43fc <_IO_stdin_used+0x3fc>
    258e:	e8 0d ed ff ff       	callq  12a0 <puts@plt>
    2593:	be 00 00 00 00       	mov    $0x0,%esi
    2598:	bf 00 00 00 00       	mov    $0x0,%edi
    259d:	e8 b7 fd ff ff       	callq  2359 <notify_server>
    25a2:	bf 01 00 00 00       	mov    $0x1,%edi
    25a7:	e8 54 ee ff ff       	callq  1400 <exit@plt>

00000000000025ac <seghandler>:
    25ac:	f3 0f 1e fa          	endbr64 
    25b0:	50                   	push   %rax
    25b1:	58                   	pop    %rax
    25b2:	48 83 ec 08          	sub    $0x8,%rsp
    25b6:	83 3d 0f 4e 00 00 00 	cmpl   $0x0,0x4e0f(%rip)        # 73cc <is_checker>
    25bd:	74 16                	je     25d5 <seghandler+0x29>
    25bf:	48 8d 3d 4c 1e 00 00 	lea    0x1e4c(%rip),%rdi        # 4412 <_IO_stdin_used+0x412>
    25c6:	e8 d5 ec ff ff       	callq  12a0 <puts@plt>
    25cb:	b8 00 00 00 00       	mov    $0x0,%eax
    25d0:	e8 f0 fc ff ff       	callq  22c5 <check_fail>
    25d5:	48 8d 3d 3c 1f 00 00 	lea    0x1f3c(%rip),%rdi        # 4518 <_IO_stdin_used+0x518>
    25dc:	e8 bf ec ff ff       	callq  12a0 <puts@plt>
    25e1:	48 8d 3d 14 1e 00 00 	lea    0x1e14(%rip),%rdi        # 43fc <_IO_stdin_used+0x3fc>
    25e8:	e8 b3 ec ff ff       	callq  12a0 <puts@plt>
    25ed:	be 00 00 00 00       	mov    $0x0,%esi
    25f2:	bf 00 00 00 00       	mov    $0x0,%edi
    25f7:	e8 5d fd ff ff       	callq  2359 <notify_server>
    25fc:	bf 01 00 00 00       	mov    $0x1,%edi
    2601:	e8 fa ed ff ff       	callq  1400 <exit@plt>

0000000000002606 <illegalhandler>:
    2606:	f3 0f 1e fa          	endbr64 
    260a:	50                   	push   %rax
    260b:	58                   	pop    %rax
    260c:	48 83 ec 08          	sub    $0x8,%rsp
    2610:	83 3d b5 4d 00 00 00 	cmpl   $0x0,0x4db5(%rip)        # 73cc <is_checker>
    2617:	74 16                	je     262f <illegalhandler+0x29>
    2619:	48 8d 3d 05 1e 00 00 	lea    0x1e05(%rip),%rdi        # 4425 <_IO_stdin_used+0x425>
    2620:	e8 7b ec ff ff       	callq  12a0 <puts@plt>
    2625:	b8 00 00 00 00       	mov    $0x0,%eax
    262a:	e8 96 fc ff ff       	callq  22c5 <check_fail>
    262f:	48 8d 3d 0a 1f 00 00 	lea    0x1f0a(%rip),%rdi        # 4540 <_IO_stdin_used+0x540>
    2636:	e8 65 ec ff ff       	callq  12a0 <puts@plt>
    263b:	48 8d 3d ba 1d 00 00 	lea    0x1dba(%rip),%rdi        # 43fc <_IO_stdin_used+0x3fc>
    2642:	e8 59 ec ff ff       	callq  12a0 <puts@plt>
    2647:	be 00 00 00 00       	mov    $0x0,%esi
    264c:	bf 00 00 00 00       	mov    $0x0,%edi
    2651:	e8 03 fd ff ff       	callq  2359 <notify_server>
    2656:	bf 01 00 00 00       	mov    $0x1,%edi
    265b:	e8 a0 ed ff ff       	callq  1400 <exit@plt>

0000000000002660 <sigalrmhandler>:
    2660:	f3 0f 1e fa          	endbr64 
    2664:	50                   	push   %rax
    2665:	58                   	pop    %rax
    2666:	48 83 ec 08          	sub    $0x8,%rsp
    266a:	83 3d 5b 4d 00 00 00 	cmpl   $0x0,0x4d5b(%rip)        # 73cc <is_checker>
    2671:	74 16                	je     2689 <sigalrmhandler+0x29>
    2673:	48 8d 3d bf 1d 00 00 	lea    0x1dbf(%rip),%rdi        # 4439 <_IO_stdin_used+0x439>
    267a:	e8 21 ec ff ff       	callq  12a0 <puts@plt>
    267f:	b8 00 00 00 00       	mov    $0x0,%eax
    2684:	e8 3c fc ff ff       	callq  22c5 <check_fail>
    2689:	ba 05 00 00 00       	mov    $0x5,%edx
    268e:	48 8d 35 db 1e 00 00 	lea    0x1edb(%rip),%rsi        # 4570 <_IO_stdin_used+0x570>
    2695:	bf 01 00 00 00       	mov    $0x1,%edi
    269a:	b8 00 00 00 00       	mov    $0x0,%eax
    269f:	e8 0c ed ff ff       	callq  13b0 <__printf_chk@plt>
    26a4:	be 00 00 00 00       	mov    $0x0,%esi
    26a9:	bf 00 00 00 00       	mov    $0x0,%edi
    26ae:	e8 a6 fc ff ff       	callq  2359 <notify_server>
    26b3:	bf 01 00 00 00       	mov    $0x1,%edi
    26b8:	e8 43 ed ff ff       	callq  1400 <exit@plt>

00000000000026bd <launch>:
    26bd:	f3 0f 1e fa          	endbr64 
    26c1:	55                   	push   %rbp
    26c2:	48 89 e5             	mov    %rsp,%rbp
    26c5:	48 83 ec 10          	sub    $0x10,%rsp
    26c9:	48 89 fa             	mov    %rdi,%rdx
    26cc:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
    26d3:	00 00 
    26d5:	48 89 45 f8          	mov    %rax,-0x8(%rbp)
    26d9:	31 c0                	xor    %eax,%eax
    26db:	48 8d 47 17          	lea    0x17(%rdi),%rax
    26df:	48 89 c1             	mov    %rax,%rcx
    26e2:	48 83 e1 f0          	and    $0xfffffffffffffff0,%rcx
    26e6:	48 25 00 f0 ff ff    	and    $0xfffffffffffff000,%rax
    26ec:	48 89 e6             	mov    %rsp,%rsi
    26ef:	48 29 c6             	sub    %rax,%rsi
    26f2:	48 89 f0             	mov    %rsi,%rax
    26f5:	48 39 c4             	cmp    %rax,%rsp
    26f8:	74 12                	je     270c <launch+0x4f>
    26fa:	48 81 ec 00 10 00 00 	sub    $0x1000,%rsp
    2701:	48 83 8c 24 f8 0f 00 	orq    $0x0,0xff8(%rsp)
    2708:	00 00 
    270a:	eb e9                	jmp    26f5 <launch+0x38>
    270c:	48 89 c8             	mov    %rcx,%rax
    270f:	25 ff 0f 00 00       	and    $0xfff,%eax
    2714:	48 29 c4             	sub    %rax,%rsp
    2717:	48 85 c0             	test   %rax,%rax
    271a:	74 06                	je     2722 <launch+0x65>
    271c:	48 83 4c 04 f8 00    	orq    $0x0,-0x8(%rsp,%rax,1)
    2722:	48 8d 7c 24 0f       	lea    0xf(%rsp),%rdi
    2727:	48 83 e7 f0          	and    $0xfffffffffffffff0,%rdi
    272b:	be f4 00 00 00       	mov    $0xf4,%esi
    2730:	e8 ab eb ff ff       	callq  12e0 <memset@plt>
    2735:	48 8b 05 04 49 00 00 	mov    0x4904(%rip),%rax        # 7040 <stdin@@GLIBC_2.2.5>
    273c:	48 39 05 6d 4c 00 00 	cmp    %rax,0x4c6d(%rip)        # 73b0 <infile>
    2743:	74 3a                	je     277f <launch+0xc2>
    2745:	c7 05 71 4c 00 00 00 	movl   $0x0,0x4c71(%rip)        # 73c0 <vlevel>
    274c:	00 00 00 
    274f:	b8 00 00 00 00       	mov    $0x0,%eax
    2754:	e8 01 f9 ff ff       	callq  205a <test>
    2759:	83 3d 6c 4c 00 00 00 	cmpl   $0x0,0x4c6c(%rip)        # 73cc <is_checker>
    2760:	75 35                	jne    2797 <launch+0xda>
    2762:	48 8d 3d f0 1c 00 00 	lea    0x1cf0(%rip),%rdi        # 4459 <_IO_stdin_used+0x459>
    2769:	e8 32 eb ff ff       	callq  12a0 <puts@plt>
    276e:	48 8b 45 f8          	mov    -0x8(%rbp),%rax
    2772:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
    2779:	00 00 
    277b:	75 30                	jne    27ad <launch+0xf0>
    277d:	c9                   	leaveq 
    277e:	c3                   	retq   
    277f:	48 8d 35 bb 1c 00 00 	lea    0x1cbb(%rip),%rsi        # 4441 <_IO_stdin_used+0x441>
    2786:	bf 01 00 00 00       	mov    $0x1,%edi
    278b:	b8 00 00 00 00       	mov    $0x0,%eax
    2790:	e8 1b ec ff ff       	callq  13b0 <__printf_chk@plt>
    2795:	eb ae                	jmp    2745 <launch+0x88>
    2797:	48 8d 3d b0 1c 00 00 	lea    0x1cb0(%rip),%rdi        # 444e <_IO_stdin_used+0x44e>
    279e:	e8 fd ea ff ff       	callq  12a0 <puts@plt>
    27a3:	b8 00 00 00 00       	mov    $0x0,%eax
    27a8:	e8 18 fb ff ff       	callq  22c5 <check_fail>
    27ad:	e8 0e eb ff ff       	callq  12c0 <__stack_chk_fail@plt>

00000000000027b2 <stable_launch>:
    27b2:	f3 0f 1e fa          	endbr64 
    27b6:	53                   	push   %rbx
    27b7:	48 89 3d ea 4b 00 00 	mov    %rdi,0x4bea(%rip)        # 73a8 <global_offset>
    27be:	41 b9 00 00 00 00    	mov    $0x0,%r9d
    27c4:	41 b8 00 00 00 00    	mov    $0x0,%r8d
    27ca:	b9 32 01 00 00       	mov    $0x132,%ecx
    27cf:	ba 07 00 00 00       	mov    $0x7,%edx
    27d4:	be 00 00 10 00       	mov    $0x100000,%esi
    27d9:	bf 00 60 58 55       	mov    $0x55586000,%edi
    27de:	e8 ed ea ff ff       	callq  12d0 <mmap@plt>
    27e3:	48 89 c3             	mov    %rax,%rbx
    27e6:	48 3d 00 60 58 55    	cmp    $0x55586000,%rax
    27ec:	75 43                	jne    2831 <stable_launch+0x7f>
    27ee:	48 8d 90 f8 ff 0f 00 	lea    0xffff8(%rax),%rdx
    27f5:	48 89 15 f4 57 00 00 	mov    %rdx,0x57f4(%rip)        # 7ff0 <stack_top>
    27fc:	48 89 e0             	mov    %rsp,%rax
    27ff:	48 89 d4             	mov    %rdx,%rsp
    2802:	48 89 c2             	mov    %rax,%rdx
    2805:	48 89 15 94 4b 00 00 	mov    %rdx,0x4b94(%rip)        # 73a0 <global_save_stack>
    280c:	48 8b 3d 95 4b 00 00 	mov    0x4b95(%rip),%rdi        # 73a8 <global_offset>
    2813:	e8 a5 fe ff ff       	callq  26bd <launch>
    2818:	48 8b 05 81 4b 00 00 	mov    0x4b81(%rip),%rax        # 73a0 <global_save_stack>
    281f:	48 89 c4             	mov    %rax,%rsp
    2822:	be 00 00 10 00       	mov    $0x100000,%esi
    2827:	48 89 df             	mov    %rbx,%rdi
    282a:	e8 71 eb ff ff       	callq  13a0 <munmap@plt>
    282f:	5b                   	pop    %rbx
    2830:	c3                   	retq   
    2831:	be 00 00 10 00       	mov    $0x100000,%esi
    2836:	48 89 c7             	mov    %rax,%rdi
    2839:	e8 62 eb ff ff       	callq  13a0 <munmap@plt>
    283e:	b9 00 60 58 55       	mov    $0x55586000,%ecx
    2843:	48 8d 15 5e 1d 00 00 	lea    0x1d5e(%rip),%rdx        # 45a8 <_IO_stdin_used+0x5a8>
    284a:	be 01 00 00 00       	mov    $0x1,%esi
    284f:	48 8b 3d 0a 48 00 00 	mov    0x480a(%rip),%rdi        # 7060 <stderr@@GLIBC_2.2.5>
    2856:	b8 00 00 00 00       	mov    $0x0,%eax
    285b:	e8 c0 eb ff ff       	callq  1420 <__fprintf_chk@plt>
    2860:	bf 01 00 00 00       	mov    $0x1,%edi
    2865:	e8 96 eb ff ff       	callq  1400 <exit@plt>

000000000000286a <rio_readinitb>:
    286a:	89 37                	mov    %esi,(%rdi)
    286c:	c7 47 04 00 00 00 00 	movl   $0x0,0x4(%rdi)
    2873:	48 8d 47 10          	lea    0x10(%rdi),%rax
    2877:	48 89 47 08          	mov    %rax,0x8(%rdi)
    287b:	c3                   	retq   

000000000000287c <sigalrm_handler>:
    287c:	f3 0f 1e fa          	endbr64 
    2880:	50                   	push   %rax
    2881:	58                   	pop    %rax
    2882:	48 83 ec 08          	sub    $0x8,%rsp
    2886:	b9 00 00 00 00       	mov    $0x0,%ecx
    288b:	48 8d 15 4e 1d 00 00 	lea    0x1d4e(%rip),%rdx        # 45e0 <trans_char+0x10>
    2892:	be 01 00 00 00       	mov    $0x1,%esi
    2897:	48 8b 3d c2 47 00 00 	mov    0x47c2(%rip),%rdi        # 7060 <stderr@@GLIBC_2.2.5>
    289e:	b8 00 00 00 00       	mov    $0x0,%eax
    28a3:	e8 78 eb ff ff       	callq  1420 <__fprintf_chk@plt>
    28a8:	bf 01 00 00 00       	mov    $0x1,%edi
    28ad:	e8 4e eb ff ff       	callq  1400 <exit@plt>

00000000000028b2 <rio_writen>:
    28b2:	41 55                	push   %r13
    28b4:	41 54                	push   %r12
    28b6:	55                   	push   %rbp
    28b7:	53                   	push   %rbx
    28b8:	48 83 ec 08          	sub    $0x8,%rsp
    28bc:	41 89 fc             	mov    %edi,%r12d
    28bf:	48 89 f5             	mov    %rsi,%rbp
    28c2:	49 89 d5             	mov    %rdx,%r13
    28c5:	48 89 d3             	mov    %rdx,%rbx
    28c8:	eb 06                	jmp    28d0 <rio_writen+0x1e>
    28ca:	48 29 c3             	sub    %rax,%rbx
    28cd:	48 01 c5             	add    %rax,%rbp
    28d0:	48 85 db             	test   %rbx,%rbx
    28d3:	74 24                	je     28f9 <rio_writen+0x47>
    28d5:	48 89 da             	mov    %rbx,%rdx
    28d8:	48 89 ee             	mov    %rbp,%rsi
    28db:	44 89 e7             	mov    %r12d,%edi
    28de:	e8 cd e9 ff ff       	callq  12b0 <write@plt>
    28e3:	48 85 c0             	test   %rax,%rax
    28e6:	7f e2                	jg     28ca <rio_writen+0x18>
    28e8:	e8 73 e9 ff ff       	callq  1260 <__errno_location@plt>
    28ed:	83 38 04             	cmpl   $0x4,(%rax)
    28f0:	75 15                	jne    2907 <rio_writen+0x55>
    28f2:	b8 00 00 00 00       	mov    $0x0,%eax
    28f7:	eb d1                	jmp    28ca <rio_writen+0x18>
    28f9:	4c 89 e8             	mov    %r13,%rax
    28fc:	48 83 c4 08          	add    $0x8,%rsp
    2900:	5b                   	pop    %rbx
    2901:	5d                   	pop    %rbp
    2902:	41 5c                	pop    %r12
    2904:	41 5d                	pop    %r13
    2906:	c3                   	retq   
    2907:	48 c7 c0 ff ff ff ff 	mov    $0xffffffffffffffff,%rax
    290e:	eb ec                	jmp    28fc <rio_writen+0x4a>

0000000000002910 <rio_read>:
    2910:	41 55                	push   %r13
    2912:	41 54                	push   %r12
    2914:	55                   	push   %rbp
    2915:	53                   	push   %rbx
    2916:	48 83 ec 08          	sub    $0x8,%rsp
    291a:	48 89 fb             	mov    %rdi,%rbx
    291d:	49 89 f5             	mov    %rsi,%r13
    2920:	49 89 d4             	mov    %rdx,%r12
    2923:	eb 17                	jmp    293c <rio_read+0x2c>
    2925:	e8 36 e9 ff ff       	callq  1260 <__errno_location@plt>
    292a:	83 38 04             	cmpl   $0x4,(%rax)
    292d:	74 0d                	je     293c <rio_read+0x2c>
    292f:	48 c7 c0 ff ff ff ff 	mov    $0xffffffffffffffff,%rax
    2936:	eb 54                	jmp    298c <rio_read+0x7c>
    2938:	48 89 6b 08          	mov    %rbp,0x8(%rbx)
    293c:	8b 6b 04             	mov    0x4(%rbx),%ebp
    293f:	85 ed                	test   %ebp,%ebp
    2941:	7f 23                	jg     2966 <rio_read+0x56>
    2943:	48 8d 6b 10          	lea    0x10(%rbx),%rbp
    2947:	8b 3b                	mov    (%rbx),%edi
    2949:	ba 00 20 00 00       	mov    $0x2000,%edx
    294e:	48 89 ee             	mov    %rbp,%rsi
    2951:	e8 ba e9 ff ff       	callq  1310 <read@plt>
    2956:	89 43 04             	mov    %eax,0x4(%rbx)
    2959:	85 c0                	test   %eax,%eax
    295b:	78 c8                	js     2925 <rio_read+0x15>
    295d:	75 d9                	jne    2938 <rio_read+0x28>
    295f:	b8 00 00 00 00       	mov    $0x0,%eax
    2964:	eb 26                	jmp    298c <rio_read+0x7c>
    2966:	89 e8                	mov    %ebp,%eax
    2968:	4c 39 e0             	cmp    %r12,%rax
    296b:	72 03                	jb     2970 <rio_read+0x60>
    296d:	44 89 e5             	mov    %r12d,%ebp
    2970:	4c 63 e5             	movslq %ebp,%r12
    2973:	48 8b 73 08          	mov    0x8(%rbx),%rsi
    2977:	4c 89 e2             	mov    %r12,%rdx
    297a:	4c 89 ef             	mov    %r13,%rdi
    297d:	e8 de e9 ff ff       	callq  1360 <memcpy@plt>
    2982:	4c 01 63 08          	add    %r12,0x8(%rbx)
    2986:	29 6b 04             	sub    %ebp,0x4(%rbx)
    2989:	4c 89 e0             	mov    %r12,%rax
    298c:	48 83 c4 08          	add    $0x8,%rsp
    2990:	5b                   	pop    %rbx
    2991:	5d                   	pop    %rbp
    2992:	41 5c                	pop    %r12
    2994:	41 5d                	pop    %r13
    2996:	c3                   	retq   

0000000000002997 <rio_readlineb>:
    2997:	41 55                	push   %r13
    2999:	41 54                	push   %r12
    299b:	55                   	push   %rbp
    299c:	53                   	push   %rbx
    299d:	48 83 ec 18          	sub    $0x18,%rsp
    29a1:	49 89 fd             	mov    %rdi,%r13
    29a4:	48 89 f5             	mov    %rsi,%rbp
    29a7:	49 89 d4             	mov    %rdx,%r12
    29aa:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
    29b1:	00 00 
    29b3:	48 89 44 24 08       	mov    %rax,0x8(%rsp)
    29b8:	31 c0                	xor    %eax,%eax
    29ba:	bb 01 00 00 00       	mov    $0x1,%ebx
    29bf:	eb 18                	jmp    29d9 <rio_readlineb+0x42>
    29c1:	85 c0                	test   %eax,%eax
    29c3:	75 65                	jne    2a2a <rio_readlineb+0x93>
    29c5:	48 83 fb 01          	cmp    $0x1,%rbx
    29c9:	75 3d                	jne    2a08 <rio_readlineb+0x71>
    29cb:	b8 00 00 00 00       	mov    $0x0,%eax
    29d0:	eb 3d                	jmp    2a0f <rio_readlineb+0x78>
    29d2:	48 83 c3 01          	add    $0x1,%rbx
    29d6:	48 89 d5             	mov    %rdx,%rbp
    29d9:	4c 39 e3             	cmp    %r12,%rbx
    29dc:	73 2a                	jae    2a08 <rio_readlineb+0x71>
    29de:	48 8d 74 24 07       	lea    0x7(%rsp),%rsi
    29e3:	ba 01 00 00 00       	mov    $0x1,%edx
    29e8:	4c 89 ef             	mov    %r13,%rdi
    29eb:	e8 20 ff ff ff       	callq  2910 <rio_read>
    29f0:	83 f8 01             	cmp    $0x1,%eax
    29f3:	75 cc                	jne    29c1 <rio_readlineb+0x2a>
    29f5:	48 8d 55 01          	lea    0x1(%rbp),%rdx
    29f9:	0f b6 44 24 07       	movzbl 0x7(%rsp),%eax
    29fe:	88 45 00             	mov    %al,0x0(%rbp)
    2a01:	3c 0a                	cmp    $0xa,%al
    2a03:	75 cd                	jne    29d2 <rio_readlineb+0x3b>
    2a05:	48 89 d5             	mov    %rdx,%rbp
    2a08:	c6 45 00 00          	movb   $0x0,0x0(%rbp)
    2a0c:	48 89 d8             	mov    %rbx,%rax
    2a0f:	48 8b 4c 24 08       	mov    0x8(%rsp),%rcx
    2a14:	64 48 33 0c 25 28 00 	xor    %fs:0x28,%rcx
    2a1b:	00 00 
    2a1d:	75 14                	jne    2a33 <rio_readlineb+0x9c>
    2a1f:	48 83 c4 18          	add    $0x18,%rsp
    2a23:	5b                   	pop    %rbx
    2a24:	5d                   	pop    %rbp
    2a25:	41 5c                	pop    %r12
    2a27:	41 5d                	pop    %r13
    2a29:	c3                   	retq   
    2a2a:	48 c7 c0 ff ff ff ff 	mov    $0xffffffffffffffff,%rax
    2a31:	eb dc                	jmp    2a0f <rio_readlineb+0x78>
    2a33:	e8 88 e8 ff ff       	callq  12c0 <__stack_chk_fail@plt>

0000000000002a38 <urlencode>:
    2a38:	41 54                	push   %r12
    2a3a:	55                   	push   %rbp
    2a3b:	53                   	push   %rbx
    2a3c:	48 83 ec 10          	sub    $0x10,%rsp
    2a40:	48 89 fb             	mov    %rdi,%rbx
    2a43:	48 89 f5             	mov    %rsi,%rbp
    2a46:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
    2a4d:	00 00 
    2a4f:	48 89 44 24 08       	mov    %rax,0x8(%rsp)
    2a54:	31 c0                	xor    %eax,%eax
    2a56:	48 c7 c1 ff ff ff ff 	mov    $0xffffffffffffffff,%rcx
    2a5d:	f2 ae                	repnz scas %es:(%rdi),%al
    2a5f:	48 f7 d1             	not    %rcx
    2a62:	8d 41 ff             	lea    -0x1(%rcx),%eax
    2a65:	eb 0f                	jmp    2a76 <urlencode+0x3e>
    2a67:	44 88 45 00          	mov    %r8b,0x0(%rbp)
    2a6b:	48 8d 6d 01          	lea    0x1(%rbp),%rbp
    2a6f:	48 83 c3 01          	add    $0x1,%rbx
    2a73:	44 89 e0             	mov    %r12d,%eax
    2a76:	44 8d 60 ff          	lea    -0x1(%rax),%r12d
    2a7a:	85 c0                	test   %eax,%eax
    2a7c:	0f 84 a8 00 00 00    	je     2b2a <urlencode+0xf2>
    2a82:	44 0f b6 03          	movzbl (%rbx),%r8d
    2a86:	41 80 f8 2a          	cmp    $0x2a,%r8b
    2a8a:	0f 94 c2             	sete   %dl
    2a8d:	41 80 f8 2d          	cmp    $0x2d,%r8b
    2a91:	0f 94 c0             	sete   %al
    2a94:	08 c2                	or     %al,%dl
    2a96:	75 cf                	jne    2a67 <urlencode+0x2f>
    2a98:	41 80 f8 2e          	cmp    $0x2e,%r8b
    2a9c:	74 c9                	je     2a67 <urlencode+0x2f>
    2a9e:	41 80 f8 5f          	cmp    $0x5f,%r8b
    2aa2:	74 c3                	je     2a67 <urlencode+0x2f>
    2aa4:	41 8d 40 d0          	lea    -0x30(%r8),%eax
    2aa8:	3c 09                	cmp    $0x9,%al
    2aaa:	76 bb                	jbe    2a67 <urlencode+0x2f>
    2aac:	41 8d 40 bf          	lea    -0x41(%r8),%eax
    2ab0:	3c 19                	cmp    $0x19,%al
    2ab2:	76 b3                	jbe    2a67 <urlencode+0x2f>
    2ab4:	41 8d 40 9f          	lea    -0x61(%r8),%eax
    2ab8:	3c 19                	cmp    $0x19,%al
    2aba:	76 ab                	jbe    2a67 <urlencode+0x2f>
    2abc:	41 80 f8 20          	cmp    $0x20,%r8b
    2ac0:	74 56                	je     2b18 <urlencode+0xe0>
    2ac2:	41 8d 40 e0          	lea    -0x20(%r8),%eax
    2ac6:	3c 5f                	cmp    $0x5f,%al
    2ac8:	0f 96 c2             	setbe  %dl
    2acb:	41 80 f8 09          	cmp    $0x9,%r8b
    2acf:	0f 94 c0             	sete   %al
    2ad2:	08 c2                	or     %al,%dl
    2ad4:	74 4f                	je     2b25 <urlencode+0xed>
    2ad6:	48 89 e7             	mov    %rsp,%rdi
    2ad9:	45 0f b6 c0          	movzbl %r8b,%r8d
    2add:	48 8d 0d 91 1b 00 00 	lea    0x1b91(%rip),%rcx        # 4675 <trans_char+0xa5>
    2ae4:	ba 08 00 00 00       	mov    $0x8,%edx
    2ae9:	be 01 00 00 00       	mov    $0x1,%esi
    2aee:	b8 00 00 00 00       	mov    $0x0,%eax
    2af3:	e8 48 e9 ff ff       	callq  1440 <__sprintf_chk@plt>
    2af8:	0f b6 04 24          	movzbl (%rsp),%eax
    2afc:	88 45 00             	mov    %al,0x0(%rbp)
    2aff:	0f b6 44 24 01       	movzbl 0x1(%rsp),%eax
    2b04:	88 45 01             	mov    %al,0x1(%rbp)
    2b07:	0f b6 44 24 02       	movzbl 0x2(%rsp),%eax
    2b0c:	88 45 02             	mov    %al,0x2(%rbp)
    2b0f:	48 8d 6d 03          	lea    0x3(%rbp),%rbp
    2b13:	e9 57 ff ff ff       	jmpq   2a6f <urlencode+0x37>
    2b18:	c6 45 00 2b          	movb   $0x2b,0x0(%rbp)
    2b1c:	48 8d 6d 01          	lea    0x1(%rbp),%rbp
    2b20:	e9 4a ff ff ff       	jmpq   2a6f <urlencode+0x37>
    2b25:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    2b2a:	48 8b 74 24 08       	mov    0x8(%rsp),%rsi
